"Bean_Type","Broad_Bean_Origin","Cocoa_Percent","Company_Location","Company",REF,Rating,"Review_Date","Specific_Bean_Origin_or_Bar_Name"
Blend,Peru,73%,U.S.A.,Mast Brothers,959,3.5,2012,Shake Shack
Blend,Madagascar,73%,U.S.A.,Mast Brothers,959,3.5,2012,Shake Shack
Blend,Dominican Republic,73%,U.S.A.,Mast Brothers,959,3.5,2012,Shake Shack
Trinitario,PNG,70%,Australia,Matale,1181,3.75,2013,Blend
Trinitario,Vanuatu,70%,Australia,Matale,1181,3.75,2013,Blend
Trinitario,Mad,70%,Australia,Matale,1181,3.75,2013,Blend
 ,Trinidad,70%,Lithuania,Naive,1046,3.75,2013,Trinidad & Tobago
 ,Tobago,70%,Lithuania,Naive,1046,3.75,2013,Trinidad & Tobago
 ,Ghana,67%,U.S.A.,Olive and Sinclair,457,2.75,2009,Dark 67
 ,Dominican Republic,67%,U.S.A.,Olive and Sinclair,457,2.75,2009,Dark 67
 ,Ghana,75%,U.S.A.,Olive and Sinclair,457,3.0,2009,Dark 75
 ,Dominican Republic,75%,U.S.A.,Olive and Sinclair,457,3.0,2009,Dark 75
Blend,Trinidad,75%,Canada,Palette de Bine,1399,3.5,2014,Duo- Gran Couva & Camino Verde
Blend,Ecuador,75%,Canada,Palette de Bine,1399,3.5,2014,Duo- Gran Couva & Camino Verde
Blend,Venezuela,70%,Belgium,Pierre Marcolini,111,4.0,2007,Cabosse
Blend,Java,70%,Belgium,Pierre Marcolini,111,4.0,2007,Cabosse
"Trinitario, Forastero",Venezuela,75%,France,Pralus,99,3.0,2006,"Caracas, Venezuela and Ghana"
"Trinitario, Forastero",Ghana,75%,France,Pralus,99,3.0,2006,"Caracas, Venezuela and Ghana"
"Criollo, Forastero",Indonesia,75%,France,Pralus,99,3.5,2006,"Djakarta, Java and Ghana"
"Criollo, Forastero",Ghana,75%,France,Pralus,99,3.5,2006,"Djakarta, Java and Ghana"
 ,Peru,70%,U.S.A.,Raaka,1788,3.0,2016,Amazon Basin Blend
 ,Pangoa,70%,U.S.A.,Raaka,1788,3.0,2016,Amazon Basin Blend
Blend,Venezuela,72%,U.S.A.,Scharffen Berger,227,3.0,2008,Finisterra
Blend,Trinidad,72%,U.S.A.,Scharffen Berger,227,3.0,2008,Finisterra
Blend,Madagascar,72%,U.S.A.,Scharffen Berger,227,3.0,2008,Finisterra
 ,Ven.,75%,Canada,Soma,1828,3.75,2016,"Abstract S. w/ Jamaica nibs,batch abs60323.0"
 ,Ecu.,75%,Canada,Soma,1828,3.75,2016,"Abstract S. w/ Jamaica nibs,batch abs60323.0"
 ,Peru,75%,Canada,Soma,1828,3.75,2016,"Abstract S. w/ Jamaica nibs,batch abs60323.0"
 ,Nic.,75%,Canada,Soma,1828,3.75,2016,"Abstract S. w/ Jamaica nibs,batch abs60323.0"
 ,Guat.,88%,Canada,Soma,1077,4.0,2013,Crazy 88
 ,D.R.,88%,Canada,Soma,1077,4.0,2013,Crazy 88
 ,Peru,88%,Canada,Soma,1077,4.0,2013,Crazy 88
 ,Mad.,88%,Canada,Soma,1077,4.0,2013,Crazy 88
 ,PNG,88%,Canada,Soma,1077,4.0,2013,Crazy 88
 ,Peru,67%,Canada,Soma,1081,4.0,2013,Equator
 ,Dom. Rep,67%,Canada,Soma,1081,4.0,2013,Equator
Blend,Dominican Republic,70%,Canada,Soma,867,4.0,2012,"Dual Origins, Sambirano, Elvesia"
Blend,Madagascar,70%,Canada,Soma,867,4.0,2012,"Dual Origins, Sambirano, Elvesia"
Blend,Gre.,70%,Canada,Soma,867,4.0,2012,"Dancing in Your Head, 5 bean blend"
Blend,PNG,70%,Canada,Soma,867,4.0,2012,"Dancing in Your Head, 5 bean blend"
Blend,Haw.,70%,Canada,Soma,867,4.0,2012,"Dancing in Your Head, 5 bean blend"
Blend,Haiti,70%,Canada,Soma,867,4.0,2012,"Dancing in Your Head, 5 bean blend"
Blend,Mad,70%,Canada,Soma,867,4.0,2012,"Dancing in Your Head, 5 bean blend"
Blend,Mad.,70%,Canada,Soma,967,3.5,2012,Eastern Promises
Blend,Java,70%,Canada,Soma,967,3.5,2012,Eastern Promises
Blend,Papua New Guinea,70%,Canada,Soma,967,3.5,2012,Eastern Promises
,Ven,70%,Canada,Soma,676,4.0,2011,"Three Amigos(Chuao, Wild Bolivia, D.R.)"
,Bolivia,70%,Canada,Soma,676,4.0,2011,"Three Amigos(Chuao, Wild Bolivia, D.R.)"
,D.R.,70%,Canada,Soma,676,4.0,2011,"Three Amigos(Chuao, Wild Bolivia, D.R.)"
"Trinitario, Nacional",DR,70%,Canada,Soma,607,3.75,2010,Black Science Blend 1
"Trinitario, Nacional",Ecuador,70%,Canada,Soma,607,3.75,2010,Black Science Blend 1
"Trinitario, Nacional",Peru,70%,Canada,Soma,607,3.75,2010,Black Science Blend 1
 ,Peru,99%,U.S.A.,TCHO,915,3.25,2012,Peru- Ecuador
 ,Ecuador,99%,U.S.A.,TCHO,915,3.25,2012,Peru- Ecuador
Blend,Ecuador,70%,U.S.A.,Tejas,801,3.0,2012,Bayou Blend
Blend,Madagascar,70%,U.S.A.,Tejas,801,3.0,2012,Bayou Blend
Blend,Papua New Guinea,70%,U.S.A.,Tejas,801,3.0,2012,Bayou Blend
Blend,Ghana,75%,U.S.A.,Theo,188,3.0,2007,"Ghana, Panama, Ecuador"
Blend,Panama,75%,U.S.A.,Theo,188,3.0,2007,"Ghana, Panama, Ecuador"
Blend,Ecuador,75%,U.S.A.,Theo,188,3.0,2007,"Ghana, Panama, Ecuador"
Blend,Venezuela,72%,France,Valrhona,117,3.0,2007,Araguani
Blend,Carribean,72%,France,Valrhona,117,3.0,2007,Araguani
